Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Bin,Cluster,Cluster_Label
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,37.94,2.0,0.0,18.2112,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,33.63,3.0,0.0,10.088999999999999,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,48.576,3.0,0.2,9.7152,High,0,Transaksi Menengah
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,17.94,3.0,0.0,8.073000000000002,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,18.264,3.0,0.2,6.1640999999999995,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.656,2.0,0.2,5.6316,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,10.360000000000001,2.0,0.0,5.0764000000000005,Low,0,Transaksi Menengah
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,14.016,4.0,0.2,4.9056,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.64,3.0,0.0,1.6355999999999995,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.776,3.0,0.2,4.477199999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3.0,0.0,9.890099999999999,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,22.58,2.0,0.0,5.8708,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,12.390000000000002,3.0,0.0,5.8233,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,39.92,5.0,0.2,13.472999999999999,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.936,4.0,0.2,7.226800000000001,Low,2,Transaksi Tinggi
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,27.744,6.0,0.2,10.0572,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,27.58,2.0,0.0,11.583600000000002,Medium,2,Transaksi Tinggi
First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,14.96,4.0,0.0,0.2991999999999998,Low,0,Transaksi Menengah
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,7.184,2.0,0.2,2.244999999999999,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,10.512,3.0,0.2,3.6791999999999994,Low,0,Transaksi Menengah
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,9.328000000000001,1.0,0.2,0.8161999999999994,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,5.88,2.0,0.0,2.646,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,12.54,3.0,0.0,4.5144,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,8.940000000000001,3.0,0.0,0.6258000000000005,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,9.240000000000002,3.0,0.0,4.4352,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,6.999999999999999,0.2,1.0191999999999997,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,20.368,1.0,0.2,7.383400000000001,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,49.848,3.0,0.2,16.8237,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,8.640000000000002,3.0,0.0,4.233599999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,1.824,2.0,0.2,0.6156,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,61.56799999999999,2.0,0.2,4.6175999999999995,High,2,Transaksi Tinggi
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,6.192,3.0,0.2,0.46440000000000053,Low,2,Transaksi Tinggi
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,5.32,2.0,0.0,2.6068000000000007,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,59.92,4.0,0.0,16.7776,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,3.36,2.0,0.0,0.8736000000000002,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,8.82,3.0,0.0,2.5578,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2.0,0.0,18.2112,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,4.2,2.0,0.0,1.1760000000000006,Low,1,Transaksi Rendah
First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,7.968,2.0,0.2,2.8883999999999994,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies,13.98,1.0,0.0,3.6348000000000007,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.92,6.0,0.2,9.072,Medium,0,Transaksi Menengah
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,22.92,4.0,0.0,11.0016,Medium,1,Transaksi Rendah
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,9.588,2.0,0.4,-2.0774,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,18.336,3.0,0.2,6.646800000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,36.288,6.999999999999999,0.2,12.7008,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2.0,0.0,10.4284,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,14.952000000000002,3.0,0.2,5.420099999999999,Low,0,Transaksi Menengah
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,3.62,2.0,0.0,1.1945999999999994,Low,2,Transaksi Tinggi
First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,14.88,2.0,0.0,3.72,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,19.44,3.0,0.0,9.331200000000003,Low,2,Transaksi Tinggi
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,57.75,5.0,0.0,16.17,High,0,Transaksi Menengah
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3.0,0.0,7.021800000000001,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,23.1,2.0,0.0,6.929999999999999,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,12.536000000000001,1.0,0.2,4.2309,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,4.512,3.0,0.2,0.8459999999999996,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,16.776,3.0,0.2,1.6776000000000004,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,33.74,6.999999999999999,0.0,15.520399999999999,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,19.9,5.0,0.0,6.567,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,5.68,2.0,0.0,1.7607999999999995,Low,0,Transaksi Menengah
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,11.680000000000001,2.0,0.2,3.9419999999999997,Low,0,Transaksi Menengah
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners,4.36,2.0,0.0,1.7876,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4.0,0.0,13.7428,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,18.84,3.0,0.0,6.028800000000001,Low,0,Transaksi Menengah
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,12.42,3.0,0.0,5.216400000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,0,Transaksi Menengah
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,18.06,6.999999999999999,0.0,4.695599999999999,Low,1,Transaksi Rendah
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,37.4,2.0,0.0,14.212000000000002,Medium,1,Transaksi Rendah
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,61.192,1.0,0.2,6.119199999999998,High,2,Transaksi Tinggi
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,48.712,1.0,0.2,5.4801,High,0,Transaksi Menengah
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,17.94,3.0,0.0,4.6644000000000005,Low,0,Transaksi Menengah
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,8.4,2.0,0.0,4.116,Low,2,Transaksi Tinggi
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,36.112,2.0,0.2,12.639200000000002,Medium,1,Transaksi Rendah
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,35.568,2.0,0.2,5.7798,Medium,1,Transaksi Rendah
Standard Class,Home Office,United States,Oceanside,California,92054,West,Office Supplies,Paper,12.900000000000002,2.0,0.0,6.321,Low,2,Transaksi Tinggi
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,21.36,5.0,0.2,7.208999999999999,Low,0,Transaksi Menengah
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,6.688,2.0,0.2,2.3407999999999998,Low,0,Transaksi Menengah
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,20.568,3.0,0.2,1.5426000000000004,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,19.04,4.0,0.2,-1.4280000000000002,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Labels,5.22,2.0,0.0,2.4012,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Fasteners,7.24,5.0,0.2,1.1765,Low,1,Transaksi Rendah
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,14.400000000000002,5.0,0.0,7.056,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.551999999999998,3.0,0.2,5.443200000000001,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.672,3.0,0.2,2.168400000000001,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,20.32,5.0,0.2,3.5559999999999996,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,52.064,4.0,0.2,18.8732,High,2,Transaksi Tinggi
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,48.784,1.0,0.2,3.6588,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,10.56,2.0,0.0,5.068800000000001,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,47.79,3.0,0.0,16.2486,High,0,Transaksi Menengah
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,17.94,3.0,0.0,3.0497999999999994,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Furnishings,35.168,6.999999999999999,0.2,9.6712,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,10.110000000000001,3.0,0.0,3.2352,Low,0,Transaksi Menengah
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Supplies,20.46,2.0,0.0,5.3196,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,39.92,4.0,0.0,11.177599999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,33.48,2.0,0.0,16.4052,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,8.34,3.0,0.0,2.168400000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Supplies,8.57,1.0,0.0,2.2281999999999997,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Vineland,New Jersey,8360,East,Office Supplies,Appliances,26.49,1.0,0.0,7.4171999999999985,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,33.9,2.0,0.0,2.034,Medium,1,Transaksi Rendah
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,5.184,3.0,0.2,1.8143999999999993,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,14.7,5.0,0.0,3.9690000000000003,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Paper,18.54,2.0,0.0,8.713799999999999,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,24.4,2.0,0.2,7.93,Medium,1,Transaksi Rendah
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,7.056,3.0,0.2,0.7937999999999997,Low,0,Transaksi Menengah
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,26.4,5.0,0.0,11.88,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,41.88,6.0,0.0,0.8375999999999998,High,0,Transaksi Menengah
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,21.4,5.0,0.0,6.206,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Envelopes,38.34,3.0,0.0,17.253,Medium,2,Transaksi Tinggi
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,13.904,2.0,0.2,4.5188,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,44.84,5.0,0.2,5.605,High,0,Transaksi Menengah
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,18.24,3.0,0.0,8.572799999999999,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,10.48,1.0,0.0,2.8296,Low,0,Transaksi Menengah
Same Day,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,20.736,4.0,0.2,7.2576,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Technology,Accessories,35.168,4.0,0.2,8.352399999999998,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,10.312000000000001,1.0,0.2,-1.289,Low,1,Transaksi Rendah
First Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Paper,7.968,2.0,0.2,2.8883999999999994,Low,1,Transaksi Rendah
First Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Envelopes,8.784000000000002,1.0,0.2,3.1842000000000006,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Loveland,Colorado,80538,West,Office Supplies,Fasteners,3.024,3.0,0.2,-0.6048000000000008,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Storage,51.45,3.0,0.0,13.891499999999999,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,35.04,4.0,0.2,-7.008,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Binders,19.152,3.0,0.2,6.463800000000001,Low,2,Transaksi Tinggi
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,4.448,2.0,0.2,0.3336000000000006,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,5.184,1.0,0.2,1.8792000000000006,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,15.551999999999998,3.0,0.2,5.443200000000001,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,40.032,6.0,0.2,12.510000000000002,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,16.776,3.0,0.2,5.0328,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.048,4.0,0.2,3.1399999999999997,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.551999999999998,3.0,0.2,5.443200000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,10.776,3.0,0.2,3.3675000000000006,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,3.304,1.0,0.2,1.0738000000000003,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,35.48,1.0,0.0,0.0,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Fasteners,34.44,3.0,0.0,16.1868,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,19.44,3.0,0.0,9.331200000000003,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,12.96,2.0,0.0,6.350399999999998,Low,1,Transaksi Rendah
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,16.99,1.0,0.0,4.417400000000001,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,58.73,6.999999999999999,0.0,14.6825,High,2,Transaksi Tinggi
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,17.05,5.0,0.0,8.183999999999997,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,8.096,2.0,0.2,2.7323999999999997,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,30.36,4.0,0.0,13.0548,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,23.34,3.0,0.0,10.969800000000001,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.592,1.0,0.2,1.1224999999999996,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,46.8,4.0,0.0,16.38,High,0,Transaksi Menengah
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,Furnishings,8.544,4.0,0.2,1.9224000000000006,Low,2,Transaksi Tinggi
First Class,Corporate,United States,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5.0,0.0,10.374,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,2.688,1.0,0.2,0.8400000000000006,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.6,3.0,0.0,2.9040000000000004,Low,0,Transaksi Menengah
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Office Supplies,Binders,28.4,4.0,0.0,13.063999999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Art,3.9,2.0,0.0,1.5210000000000006,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,12.84,3.0,0.0,5.777999999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,15.84,3.0,0.0,7.128000000000001,Low,0,Transaksi Menengah
First Class,Corporate,United States,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1.0,0.2,0.8945999999999998,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,4.992,3.0,0.2,1.6847999999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,37.68,2.0,0.0,15.825600000000001,Medium,1,Transaksi Rendah
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3.0,0.0,10.072500000000002,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,38.71,6.999999999999999,0.0,17.8066,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,45.04,2.0,0.2,4.504,High,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,23.16,2.0,0.0,11.58,Medium,0,Transaksi Menengah
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,13.120000000000001,4.0,0.0,4.329599999999999,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,43.6,5.0,0.2,4.36,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Fasteners,2.304,1.0,0.2,0.7776000000000002,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Accessories,41.72,6.999999999999999,0.2,5.736500000000001,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.26,2.0,0.0,3.0558,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,1.24,1.0,0.0,0.5828000000000002,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2.0,0.0,9.936,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5.0,0.0,14.160999999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1.0,0.0,12.7746,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3.0,0.0,9.890099999999999,Medium,0,Transaksi Menengah
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,51.45,3.0,0.0,13.891499999999999,High,0,Transaksi Menengah
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,7.830000000000001,3.0,0.0,3.6018,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,35.4,5.0,0.0,13.451999999999998,Medium,0,Transaksi Menengah
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,29.9,5.0,0.0,13.455,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2.0,0.0,8.215599999999998,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,8.4,5.0,0.0,4.2,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,36.56,5.0,0.2,12.796,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,14.624000000000002,2.0,0.2,5.118399999999999,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,30.930000000000003,1.0,0.0,12.6813,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,27.496,6.999999999999999,0.2,9.2799,Medium,0,Transaksi Menengah
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,54.96,3.0,0.0,15.938400000000001,High,1,Transaksi Rendah
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,39.872,2.0,0.2,12.958399999999997,Medium,0,Transaksi Menengah
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,13.68,2.0,0.0,3.6936,Low,1,Transaksi Rendah
First Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,10.44,1.0,0.0,4.8024,Low,2,Transaksi Tinggi
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,12.544,2.0,0.2,4.703999999999999,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,43.5,3.0,0.0,10.874999999999998,High,0,Transaksi Menengah
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4.0,0.2,4.0872,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Furnishings,33.568,2.0,0.2,-5.4548,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,10.56,2.0,0.0,4.752000000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Paper,38.88,6.0,0.0,18.6624,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,35.2,5.0,0.0,16.544,Medium,0,Transaksi Menengah
